番号 	Winner1 	Winner2 	Winner3 	Winner4 	Loser1 	Loser2 	Loser3 	Loser4 	レート増 	レート減
2978 	Chrysler 	hiro_ 	Hikari 	kircheis 	Caesar 	oSaru 	bashoh 	TENKA 	14 	13
2979 	Chrysler 	hiro_ 	TENKA 	kircheis 	Izzey 	oSaru 	Player3 	Curious 	14 	13
2980 	Player3 	tyotto 	mitukunn 	GuroMen 	Izzey 	SystemC 	kircheis 	Curious 	10 	9
2981 	maedy 	Izzey 	Player3 	kircheis 	arata 	oSaru 	mitukunn 	Curious 	13 	12
2982 	aikuchi 	Cartier 	mashu 	koryu5 	Chrysler 	Hikari 	Player3 	kircheis 	15 	14
2983 	aikuchi 	Hikari 	koryu5 	yamachan 	Cartier 	hiro_ 	mashu 	kircheis 	12 	11
2984 	arata 	Cartier 	Hikari 	yamachan 	culchan 	Player3 	bashoh 	TENKA 	13 	12
2985 	culchan 	Player3 	amain 	TENKA 	maedy 	Izzey 	Hikari 	bashoh 	14 	13
2986 	Caesar 	Chrysler 	Player3 	kircheis 	arata 	Izzey 	Hikari 	TENKA 	11 	10
2987 	maedy 	Izzey 	syuu 	mitukunn 	arata 	say_to 	Hikari 	kircheis 	12 	11
2988 	Caesar 	maedy 	Hikari 	bashoh 	arata 	Izzey 	say_to 	kircheis 	11 	10
2989 	Caesar 	Chrysler 	say_to 	kircheis 	arata 	Izzey 	Hikari 	Player3 	11 	10
2990 	arata 	Hikari 	Player3 	kircheis 	Caesar 	oSaru 	bashoh 	TENKA 	17 	16
2991 	teranushi 	hiro_ 	amain 	mikan 	aikuchi 	Lake 	SystemC 	mashu 	14 	13
2992 	aikuchi 	iti_monme 	GuroMen 	mashu 	arata 	Lake 	Rai^-^ 	kircheis 	15 	14
2993 	arata 	maedy 	iti_monme 	mashu 	Chrysler 	hiro_ 	say_to 	Rai^-^ 	14 	13
2994 	culchan 	hiro_ 	Hikari 	suisei 	Chrysler 	maedy 	say_to 	TENKA 	15 	14
2995 	arata 	Hikari 	GuroMen 	kircheis 	maedy 	syuu 	tyotto 	vabiron 	11 	10
2996 	culchan 	Chrysler 	TENKA 	koryu5 	roki 	iti_monme 	say_to 	suisei 	12 	11
2997 	roki 	say_to 	GuroMen 	kircheis 	maedy 	syuu 	Hikari 	TENKA 	14 	13
2998 	maedy 	syuu 	Lake 	kircheis 	arata 	say_to 	borma 	TENKA 	14 	13
2999 	arata 	mmn 	hiro_ 	GuroMen 	roki 	Izzey 	iti_monme 	tyotto 	11 	10
3000 	Chrysler 	say_to 	borma 	TENKA 	maedy 	Lake 	Player3 	kircheis 	13 	12
3001 	mmn 	Izzey 	iti_monme 	tyotto 	roki 	arata 	GuroMen 	SystemC 	15 	14
3002 	arata 	Chrysler 	SystemC 	kircheis 	roki 	Player3 	GuroMen 	borma 	6 	5
3003 	MisakaMikoto 	ress 	iti_monme 	say_to 	culchan 	papasu 	Chrysler 	amain 	12 	11
3004 	culchan 	iti_monme 	Izzey 	say_to 	papasu 	arata 	Chrysler 	TENKA 	13 	12
3005 	arata 	KUREBAYAS 	hiro_ 	SystemC 	Chrysler 	iti_monme 	Izzey 	TENKA 	13 	12
3006 	Chrysler 	iti_monme 	Izzey 	syuu 	culchan 	Cartier 	hiro_ 	TENKA 	13 	12
3007 	culchan 	Izzey 	hiro_ 	tyotto 	aikuchi 	arata 	syuu 	GuroMen 	14 	13
3008 	Cartier 	Hikari 	Player3 	SystemC 	Caesar 	say_to 	kircheis 	Curious 	14 	13
3009 	arata 	otyoufx 	say_to 	GuroMen 	aikuchi 	maedy 	Izzey 	TENKA 	12 	11
3010 	Caesar 	Cartier 	hiro_ 	Player3 	pietan 	Dummy1800 	Hikari 	kircheis 	12 	11
3011 	arata 	mmn 	Izzey 	borma 	Chrysler 	otyoufx 	maedy 	SystemC 	13 	12
3012 	Caesar 	maedy 	Izzey 	hiro_ 	arata 	Chrysler 	otyoufx 	borma 	10 	9
3013 	aikuchi 	hiro_ 	Hikari 	tyotto 	culchan 	Chrysler 	daichi 	mikan 	19 	18
3014 	culchan 	Chrysler 	Hikari 	bashoh 	aikuchi 	arata 	hiro_ 	mikan 	12 	11
3015 	moomin 	Izzey 	hiro_ 	Hikari 	arata 	Chrysler 	maedy 	daichi 	11 	10
3016 	mmn 	Chrysler 	maedy 	say_to 	culchan 	arata 	Izzey 	yy 	15 	14
3017 	culchan 	maedy 	say_to 	TENKA 	MisakaMikoto 	arata 	bashoh 	yy 	18 	17
3018 	maedy 	hiro_ 	TENKA 	kircheis 	Caesar 	tyotto 	mitukunn 	daichi 	15 	14
3019 	Caesar 	fiiisan 	mitukunn 	TENKA 	Cartier 	hiro_ 	tyotto 	daichi 	13 	12
3020 	Cartier 	hiro_ 	mitukunn 	SystemC 	Caesar 	Player3 	daichi 	TENKA 	13 	12
3021 	culchan 	otyoufx 	Izzey 	hiro_ 	MisakaMikoto 	maedy 	Cartier 	say_to 	13 	12
3022 	maedy 	hiro_ 	say_to 	Curious 	mmn 	Cartier 	messagebox 	daichi 	12 	11
3023 	culchan 	hiro_ 	syuu 	daichi 	moomin 	maedy 	say_to 	amain 	12 	11
3024 	Caesar 	maedy 	Izzey 	Hikari 	moomin 	hiro_ 	say_to 	syuu 	13 	12
3025 	moomin 	Caesar 	syuu 	borma 	maedy 	Izzey 	hiro_ 	say_to 	12 	11
3026 	moomin 	Caesar 	otyoufx 	borma 	roki 	maedy 	Izzey 	say_to 	13 	12
3027 	MisakaMikoto 	mmn 	KUREBAYAS 	say_to 	Caesar 	Chrysler 	otyoufx 	maedy 	10 	9
3028 	culchan 	roki 	otyoufx 	say_to 	MisakaMikoto 	Caesar 	maedy 	hiro_ 	13 	12
3029 	papasu 	say_to 	syuu 	TENKA 	otyoufx 	iti_monme 	hiro_ 	bashoh 	13 	12
3030 	moomin 	say_to 	syuu 	TENKA 	otyoufx 	iti_monme 	hiro_ 	bashoh 	15 	14
3031 	Caesar 	Chrysler 	iti_monme 	bashoh 	moomin 	otyoufx 	hiro_ 	TENKA 	14 	13
3032 	roki 	moomin 	Chrysler 	TENKA 	Caesar 	otyoufx 	iti_monme 	hiro_ 	13 	12
3033 	co2 	Chrysler 	mmn 	otyoufx 	roki 	moomin 	Caesar 	iti_monme 	11 	10
3034 	pietan 	iti_monme 	hiro_ 	GuroMen 	co2 	Caesar 	Hikari 	Player3 	16 	15
3035 	moomin 	Caesar 	iti_monme 	hiro_ 	pietan 	co2 	Hikari 	GuroMen 	13 	12
3036 	pietan 	hiro_ 	Hikari 	amain 	moomin 	Caesar 	iti_monme 	GuroMen 	14 	13
3037 	pietan 	iti_monme 	Hikari 	mashu 	moomin 	Caesar 	Lake 	amain 	15 	14
3038 	roki 	iti_monme 	Hikari 	itou 	otyoufx 	maedy 	syuu 	TENKA 	12 	11
3039 	otyoufx 	maedy 	iti_monme 	Hikari 	roki 	teranushi 	syuu 	TENKA 	9 	8
3040 	moomin 	maedy 	iti_monme 	Hikari 	roki 	mmn 	syuu 	Player3 	12 	11
3041 	pietan 	iti_monme 	Hikari 	borma 	roki 	otyoufx 	syuu 	Player3 	14 	13
3042 	pietan 	iti_monme 	Hikari 	borma 	roki 	Chrysler 	syuu 	Player3 	13 	12
3043 	Chrysler 	maedy 	hiro_ 	TENKA 	roki 	say_to 	syuu 	borma 	12 	11
3044 	MisakaMikoto 	maedy 	syuu 	TENKA 	moomin 	roki 	say_to 	borma 	13 	12
3045 	moomin 	maedy 	say_to 	borma 	roki 	Caesar 	syuu 	TENKA 	19 	18
3046 	roki 	Caesar 	Player3 	borma 	Chrysler 	mmn 	maedy 	TENKA 	20 	19
3047 	Chrysler 	mmn 	maedy 	Curious 	roki 	Caesar 	Player3 	borma 	16 	15
3048 	moomin 	otyoufx 	hiro_ 	say_to 	culchan 	Caesar 	Chrysler 	nanaco 	14 	13
3049 	MisakaMikoto 	moomin 	Caesar 	hiro_ 	culchan 	roki 	Chrysler 	otyoufx 	11 	10
3050 	moomin 	bokuru 	GuroMen 	SystemC 	Chrysler 	maedy 	syuu 	TENKA 	14 	13
3051 	bokuru 	Chrysler 	GuroMen 	SystemC 	maedy 	Cartier 	syuu 	amain 	16 	15
3052 	bokuru 	Chrysler 	otyoufx 	syuu 	papasu 	moomin 	maedy 	amain 	13 	12
3053 	moomin 	otyoufx 	fiiisan 	GuroMen 	papasu 	maedy 	syuu 	SystemC 	13 	12
3054 	bokuru 	otyoufx 	bashoh 	Curious 	maedy 	Cartier 	poki 	TENKA 	14 	13
3055 	moomin 	bokuru 	bashoh 	TENKA 	Chrysler 	otyoufx 	Cartier 	Curious 	19 	18
3056 	otyoufx 	maedy 	TENKA 	yamachan 	roki 	syuu 	daichi 	Curious 	14 	13
3057 	Caesar 	maedy 	syuu 	Curious 	roki 	otyoufx 	daichi 	TENKA 	12 	11
3058 	roki 	Caesar 	Dummy900 	Curious 	maedy 	say_to 	syuu 	daichi 	12 	11
3059 	maedy 	syuu 	TENKA 	mashu 	otyoufx 	Player3 	daichi 	yamachan 	9 	8
3060 	maedy 	Izzey 	Player3 	TENKA 	Chrysler 	otyoufx 	daichi 	mashu 	18 	17
3061 	Chrysler 	otyoufx 	Izzey 	syuu 	papasu 	Caesar 	maedy 	kircheis 	12 	11
3062 	Caesar 	Chrysler 	daichi 	yy 	otyoufx 	maedy 	Player3 	kircheis 	14 	13
3063 	Chrysler 	otyoufx 	maedy 	kircheis 	moomin 	Caesar 	Player3 	siba 	12 	11
3064 	moomin 	Caesar 	otyoufx 	maedy 	MisakaMikoto 	Chrysler 	mmn 	Player3 	13 	12
3065 	mmn 	syuu 	Player3 	TENKA 	otyoufx 	Izzey 	borma 	irina 	15 	14
3066 	maedy 	Player3 	bashoh 	minagi 	otyoufx 	borma 	irina 	TENKA 	12 	11
3067 	teranushi 	otyoufx 	irina 	TENKA 	maedy 	Izzey 	Player3 	bashoh 	13 	12
3068 	Caesar 	maedy 	Izzey 	hiro_ 	moomin 	Chrysler 	otyoufx 	bashoh 	14 	13
3069 	mmn 	maedy 	Izzey 	say_to 	moomin 	Chrysler 	otyoufx 	siba 	12 	11
3070 	moomin 	Chrysler 	amain 	TENKA 	otyoufx 	maedy 	Izzey 	siba 	16 	15
3071 	moomin 	iti_monme 	Izzey 	say_to 	mmn 	Chrysler 	maedy 	syuu 	12 	11
3072 	pietan 	say_to 	syuu 	mashu 	moomin 	maedy 	hiro_ 	borma 	10 	9
3073 	roki 	maedy 	bashoh 	kircheis 	otyoufx 	say_to 	syuu 	yamachan 	12 	11
3074 	roki 	mmn 	say_to 	bashoh 	otyoufx 	maedy 	hiro_ 	syuu 	15 	14
3075 	otyoufx 	hiro_ 	syuu 	Player3 	roki 	maedy 	t-masa 	kircheis 	12 	11
3076 	Cartier 	amain 	SystemC 	Ezo 	Izzey 	_RS_ 	TENKA 	kircheis 	13 	12
3077 	iti_monme 	Izzey 	Ezo 	Curious 	teranushi 	amain 	borma 	TENKA 	12 	11
3078 	moomin 	maedy 	hiro_ 	borma 	mmn 	Chrysler 	iti_monme 	TENKA 	14 	13
3079 	mmn 	Chrysler 	bashoh 	borma 	maedy 	iti_monme 	hiro_ 	TENKA 	17 	16
3080 	co2 	maedy 	iti_monme 	borma 	guren 	Chrysler 	hiro_ 	irina 	19 	18
3081 	iti_monme 	daichi 	mashu 	Ezo 	maedy 	borma 	TENKA 	yuzuki 	14 	13
3082 	maedy 	borma 	SystemC 	TENKA 	iti_monme 	syuu 	kircheis 	yuzuki 	16 	15
3083 	moomin 	hiro_ 	SystemC 	Ezo 	mmn 	maedy 	Player3 	kircheis 	18 	17
3084 	Player3 	amain 	TENKA 	yuzuki 	mitukunn 	SystemC 	borma 	kircheis 	13 	12
3085 	bashoh 	mitukunn 	GuroMen 	SystemC 	syuu 	borma 	TENKA 	PR 	14 	13
3086 	moomin 	Chrysler 	otyoufx 	bashoh 	co2 	maedy 	say_to 	syuu 	9 	8
3087 	moomin 	otyoufx 	syuu 	mitukunn 	Chrysler 	Lia 	maedy 	bashoh 	14 	13
3088 	roki 	otyoufx 	maedy 	say_to 	moomin 	Caesar 	Chrysler 	bashoh 	13 	12
3089 	Caesar 	Chrysler 	maedy 	say_to 	moomin 	roki 	Lia 	bashoh 	13 	12
3090 	moomin 	otyoufx 	Izzey 	GuroMen 	taa 	maedy 	hiro_ 	Cartier 	14 	13
3091 	Caesar 	otyoufx 	hiro_ 	amain 	moomin 	maedy 	Izzey 	GuroMen 	13 	12
3092 	Caesar 	maedy 	Izzey 	Cartier 	moomin 	bokuru 	otyoufx 	GuroMen 	17 	16
3093 	Caesar 	teranushi 	Chrysler 	KUREBAYAS 	moomin 	Lia 	mannbou 	maedy 	13 	12
3094 	moomin 	Chrysler 	maedy 	Izzey 	pietan 	hiro_ 	Cartier 	syuu 	13 	12
3095 	Chrysler 	taa 	Izzey 	syuu 	otyoufx 	maedy 	hiro_ 	Cartier 	12 	11
3096 	moomin 	maedy 	Izzey 	syuu 	Chrysler 	otyoufx 	hiro_ 	Cartier 	13 	12
3097 	otyoufx 	hiro_ 	syuu 	amain 	moomin 	Chrysler 	TENKA 	Ezo 	10 	9
3098 	moomin 	Chrysler 	syuu 	TENKA 	roki 	otyoufx 	poppio 	kircheis 	16 	15
3099 	mmn 	maedy 	fiiisan 	Ezo 	roki 	Lia 	Leon 	TENKA 	16 	15
3100 	roki 	Leon 	TENKA 	PR 	maedy 	say_to 	Curious 	yuzuki 	12 	11
3101 	Caesar 	otyoufx 	maedy 	borma 	moomin 	teranushi 	syuu 	GuroMen 	12 	11
3102 	Caesar 	taa 	maedy 	borma 	moomin 	otyoufx 	syuu 	GuroMen 	10 	9
3103 	Chrysler 	otyoufx 	PR 	kircheis 	Caesar 	syuu 	borma 	GuroMen 	18 	17
3104 	Caesar 	mmn 	syuu 	GuroMen 	Chrysler 	otyoufx 	maedy 	kircheis 	12 	11
3105 	Caesar 	Chrysler 	maedy 	GuroMen 	moomin 	hiro_ 	say_to 	syuu 	17 	16
3106 	Caesar 	maedy 	hiro_ 	say_to 	moomin 	Chrysler 	Lia 	GuroMen 	10 	9
3107 	mmn 	Lia 	GuroMen 	Curious 	Chrysler 	say_to 	Leon 	borma 	16 	15
3108 	co2 	moomin 	itou 	TENKA 	roki 	maedy 	say_to 	Ezo 	13 	12
3109 	co2 	maedy 	iti_monme 	TENKA 	moomin 	roki 	say_to 	Ezo 	17 	16
3110 	co2 	roki 	hiro_ 	toric 	moomin 	Caesar 	syuu 	amain 	14 	13
3111 	roki 	say_to 	syuu 	koryu5 	moomin 	maedy 	toric 	PR 	9 	8
3112 	roki 	maedy 	syuu 	amain 	culchan 	moomin 	Ezo 	koryu5 	13 	12
3113 	culchan 	maedy 	syuu 	PR 	moomin 	roki 	say_to 	yamachan 	16 	15
3114 	Caesar 	teranushi 	amain 	TENKA 	Chrysler 	Izzey 	say_to 	Ezo 	12 	11
3115 	moomin 	Chrysler 	maedy 	itou 	roki 	Izzey 	say_to 	syuu 	12 	11
3116 	papasu 	Chrysler 	Izzey 	say_to 	moomin 	roki 	maedy 	syuu 	13 	12
3117 	moomin 	iti_monme 	hiro_ 	Leon 	roki 	Chrysler 	say_to 	TENKA 	13 	12
3118 	roki 	Lia 	Izzey 	itou 	moomin 	Chrysler 	say_to 	TENKA 	15 	14
3119 	say_to 	syuu 	mashu 	toric 	hiro_ 	Player3 	mitukunn 	PR 	13 	12
3120 	culchan 	syuu 	mashu 	PR 	Caesar 	say_to 	amain 	GuroMen 	16 	15
3121 	Caesar 	say_to 	syuu 	mashu 	moomin 	hiro_ 	amain 	GuroMen 	9 	8
3122 	culchan 	hiro_ 	say_to 	SystemC 	moomin 	Caesar 	Player3 	Leon 	9 	8
3123 	moomin 	hiro_ 	say_to 	minagi 	Caesar 	iti_monme 	Player3 	Leon 	13 	12
3124 	co2 	roki 	Lia 	itou 	culchan 	guren 	syuu 	TENKA 	14 	13
3125 	Caesar 	iti_monme 	hiro_ 	Leon 	culchan 	moomin 	itou 	minagi 	15 	14
3126 	GuroMen 	borma 	simantyu 	TENKA 	Player3 	mitukunn 	Heigen 	suisei 	12 	11
3127 	culchan 	co2 	moomin 	itou 	guren 	roki 	mmn 	iti_monme 	14 	13
3128 	GuroMen 	borma 	mashu 	TENKA 	Player3 	mitukunn 	Ezo 	Curious 	12 	11
3129 	Player3 	mashu 	TENKA 	Curious 	mitukunn 	SystemC 	borma 	Ezo 	10 	9
3130 	guren 	moomin 	toric 	Ezo 	co2 	hiro_ 	amain 	mashu 	13 	12
3131 	moomin 	Chrysler 	mashu 	koryu5 	iti_monme 	hiro_ 	syuu 	Leon 	15 	14
3132 	moomin 	say_to 	mashu 	Ezo 	iti_monme 	hiro_ 	amain 	Leon 	12 	11
3133 	moomin 	say_to 	mashu 	TENKA 	iti_monme 	hiro_ 	amain 	Leon 	7 	6
3134 	pietan 	Lia 	maedy 	borma 	roki 	mmn 	Chrysler 	syuu 	14 	13
3135 	pietan 	maedy 	iti_monme 	minagi 	moomin 	roki 	Lia 	borma 	14 	13
3136 	maedy 	say_to 	syuu 	mashu 	guren 	roki 	koryu5 	yamachan 	12 	11
3137 	roki 	maedy 	say_to 	suisei 	moomin 	guren 	SystemC 	koryu5 	12 	11
3138 	roki 	iti_monme 	syuu 	borma 	moomin 	guren 	Leon 	koryu5 	13 	12
3139 	roki 	Lia 	iti_monme 	minagi 	moomin 	guren 	bashoh 	Leon 	12 	11
3140 	guren 	Caesar 	iti_monme 	Curious 	co2 	moomin 	SystemC 	daichi 	7 	6
3141 	guren 	mmn 	iti_monme 	Curious 	co2 	moomin 	SystemC 	itou 	8 	7
3142 	co2 	bokuru 	mashu 	daichi 	moomin 	Caesar 	GuroMen 	toric 	14 	13
3143 	moomin 	mashu 	itou 	TENKA 	Caesar 	bokuru 	koryu5 	yamachan 	22 	21
3144 	mashu 	mitukunn 	SystemC 	TENKA 	bashoh 	Leon 	itou 	daichi 	11 	10
3145 	poki 	bashoh 	mashu 	Leon 	Izzey 	TENKA 	itou 	daichi 	16 	15
3146 	moomin 	poki 	daichi 	suisei 	papasu 	amain 	TENKA 	itou 	14 	13
3147 	moomin 	Lia 	amain 	TENKA 	Chrysler 	Izzey 	syuu 	itou 	15 	14
3148 	Lia 	Izzey 	say_to 	borma 	Chrysler 	otyoufx 	syuu 	Curious 	10 	9
3149 	Izzey 	mashu 	minagi 	wildcarp 	say_to 	borma 	GuroMen 	Curious 	14 	13
3150 	Izzey 	Cartier 	mitukunn 	toric 	otyoufx 	Player3 	amain 	mashu 	11 	10
3151 	co2 	otyoufx 	mashu 	koryu5 	moomin 	Cartier 	Player3 	borma 	16 	15
3152 	co2 	amain 	GuroMen 	PR 	Izzey 	Cartier 	toric 	neko_tets 	13 	12
3153 	bashoh 	mitukunn 	GuroMen 	SystemC 	Izzey 	minagi 	wildcarp 	suisei 	15 	14
3154 	Caesar 	Chrysler 	minagi 	suisei 	moomin 	syuu 	bashoh 	TENKA 	13 	12
3155 	Caesar 	Lia 	say_to 	TENKA 	moomin 	Chrysler 	syuu 	bashoh 	15 	14
3156 	moomin 	mmn 	bashoh 	TENKA 	Chrysler 	Lia 	say_to 	minagi 	18 	17
3157 	moomin 	say_to 	bashoh 	TENKA 	Chrysler 	Lia 	GuroMen 	SystemC 	14 	13
3158 	Lia 	maedy 	say_to 	GuroMen 	teranushi 	mannbou 	mashu 	En_AOC 	11 	10
3159 	maedy 	mannbou 	say_to 	En_AOC 	moomin 	Chrysler 	mashu 	GuroMen 	11 	10
3160 	culchan 	moomin 	mashu 	En_AOC 	Chrysler 	Lia 	maedy 	mannbou 	17 	16
3161 	guren 	say_to 	syuu 	borma 	teranushi 	Chrysler 	mashu 	Leon 	12 	11
3162 	mmn 	syuu 	amain 	Leon 	Chrysler 	say_to 	mashu 	Curious 	16 	15
3163 	teranushi 	Izzey 	itou 	Ezo 	moomin 	mitukunn 	SystemC 	borma 	8 	7
3164 	Izzey 	Player3 	amain 	SystemC 	moomin 	TENKA 	GuroMen 	Curious 	13 	12
3165 	Caesar 	KUREBAYAS 	Molt 	mitukunn 	papasu 	maedy 	Qsonata 	minagi 	14 	13
3166 	hiro_ 	syuu 	Player3 	borma 	moomin 	mashu 	TENKA 	Curious 	11 	10
3167 	guren 	moomin 	hiro_ 	itou 	culchan 	mmn 	mashu 	TENKA 	10 	9
3168 	mmn 	Izzey 	mitukunn 	SystemC 	culchan 	Player3 	borma 	TENKA 	13 	12
3169 	pietan 	hiro_ 	Player3 	minagi 	culchan 	guren 	mitukunn 	Curious 	17 	16
3170 	Chrysler 	GuroMen 	borma 	toric 	mashu 	amain 	y 	mitukunn 	7 	6
3171 	guren 	hiro_ 	say_to 	bashoh 	moomin 	Chrysler 	maedy 	suisei 	18 	17
3172 	guren 	moomin 	hiro_ 	GuroMen 	co2 	Chrysler 	maedy 	bashoh 	16 	15
3173 	moomin 	maedy 	bashoh 	amain 	teranushi 	hiro_ 	Hikari 	GuroMen 	11 	10
3174 	guren 	hiro_ 	mitukunn 	Curious 	Caesar 	say_to 	TENKA 	itou 	16 	15
3175 	say_to 	syuu 	Hikari 	Curious 	Caesar 	mitukunn 	TENKA 	itou 	8 	7
3176 	hiro_ 	syuu 	Hikari 	TENKA 	moomin 	say_to 	borma 	Curious 	14 	13
3177 	moomin 	Chrysler 	hiro_ 	say_to 	Caesar 	mmn 	Izzey 	Hikari 	13 	12
3178 	Caesar 	Izzey 	Player3 	GuroMen 	Chrysler 	hiro_ 	Hikari 	mitukunn 	13 	12
3179 	syuu 	Hikari 	mashu 	Curious 	co2 	GuroMen 	itou 	yamachan 	15 	14
3180 	mannbou 	PR 	Ezo 	suisei 	amain 	SystemC 	poll 	TENKA 	9 	8
3181 	mashu 	Leon 	SystemC 	TENKA 	teranushi 	itou 	minagi 	yamachan 	17 	16
3182 	mmn 	Izzey 	poll 	itou 	moomin 	Hikari 	Leon 	TENKA 	13 	12
3183 	moomin 	poki 	Hikari 	Leon 	culchan 	Izzey 	poll 	itou 	18 	17
3184 	culchan 	bashoh 	GuroMen 	borma 	maedy 	hiro_ 	Player3 	itou 	16 	15
3185 	pietan 	maedy 	Hikari 	Curious 	moomin 	roki 	hiro_ 	itou 	14 	13
3186 	pietan 	roki 	hiro_ 	itou 	co2 	moomin 	Chrysler 	Player3 	14 	13
3187 	co2 	moomin 	Chrysler 	yamachan 	culchan 	hiro_ 	say_to 	Leon 	13 	12
3188 	moomin 	Chrysler 	say_to 	yamachan 	culchan 	hiro_ 	amain 	Leon 	16 	15
3189 	guren 	Chrysler 	maedy 	itou 	moomin 	mmn 	say_to 	TENKA 	14 	13
3190 	moomin 	say_to 	syuu 	itou 	mmn 	maedy 	fiiisan 	borma 	14 	13
3191 	pietan 	Lia 	say_to 	fiiisan 	moomin 	roki 	Chrysler 	maedy 	19 	18
3192 	co2 	nomonomo 	guren 	mmn 	pietan 	roki 	Lia 	Chrysler 	11 	10
3193 	moomin 	Player3 	amain 	yamachan 	maedy 	syuu 	Leon 	minagi 	15 	14
3194 	moomin 	Chrysler 	Player3 	yamachan 	maedy 	say_to 	syuu 	Leon 	13 	12
3195 	teranushi 	iti_monme 	hiro_ 	TENKA 	culchan 	papasu 	PR 	minagi 	19 	18
3196 	moomin 	hiro_ 	say_to 	Leon 	culchan 	Chrysler 	Player3 	PR 	11 	10
3197 	papasu 	Retan 	iti_monme 	Izzey 	moomin 	mmn 	teranushi 	syuu 	13 	12
3198 	moomin 	mmn 	SystemC 	TENKA 	Lia 	Chrysler 	Izzey 	itou 	20 	19
3199 	Lia 	syuu 	Curious 	yuzuki 	Chrysler 	SystemC 	TENKA 	itou 	15 	14
3200 	hiro_ 	cafu 	say_to 	GuroMen 	guren 	moomin 	poll 	PR 	19 	18
3201 	moomin 	cafu 	syuu 	kircheis 	guren 	hiro_ 	amain 	TENKA 	9 	8
3202 	papasu 	iti_monme 	hiro_ 	toric 	guren 	cafu 	syuu 	t-masa 	20 	19
3203 	guren 	Chrysler 	maedy 	borma 	Caesar 	hiro_ 	cafu 	syuu 	19 	18
3204 	guren 	Caesar 	hiro_ 	syuu 	moomin 	Chrysler 	maedy 	cafu 	13 	12
3205 	culchan 	iti_monme 	Player3 	borma 	pietan 	teranushi 	TENKA 	Curious 	17 	16
3206 	guren 	mmn 	cafu 	say_to 	moomin 	Chrysler 	maedy 	Izzey 	12 	11
3207 	culchan 	Caesar 	Player3 	Curious 	pietan 	iti_monme 	borma 	TENKA 	14 	13
3208 	guren 	Lia 	Chrysler 	cafu 	moomin 	otyoufx 	maedy 	Izzey 	12 	11
3209 	pietan 	Caesar 	borma 	TENKA 	culchan 	iti_monme 	syuu 	Player3 	17 	16
3210 	pietan 	guren 	say_to 	bashoh 	culchan 	iti_monme 	Izzey 	cafu 	8 	7
3211 	moomin 	Lia 	iti_monme 	say_to 	culchan 	guren 	cafu 	bashoh 	14 	13
3212 	guren 	moomin 	Lia 	minagi 	culchan 	iti_monme 	cafu 	bashoh 	11 	10
3213 	culchan 	moomin 	say_to 	cafu 	pietan 	guren 	Chrysler 	GuroMen 	12 	11
3214 	pietan 	Lia 	Chrysler 	cafu 	guren 	moomin 	roki 	hiro_ 	10 	9
3215 	guren 	moomin 	Caesar 	Chrysler 	pietan 	roki 	maedy 	cafu 	12 	11
3216 	guren 	moomin 	Caesar 	taa 	pietan 	roki 	maedy 	cafu 	9 	8
3217 	hiro_ 	Cartier 	SystemC 	Ezo 	mmn 	mashu 	amain 	PR 	14 	13
3218 	thunder 	Player3 	borma 	simantyu 	syuu 	bashoh 	mitukunn 	TENKA 	12 	11
3219 	Caesar 	hiro_ 	KUREBAYAS 	amain 	moomin 	Chrysler 	shiden 	Ezo 	13 	12
3220 	cafu 	syuu 	thunder 	Player3 	mmn 	Izzey 	borma 	TENKA 	13 	12
3221 	culchan 	Caesar 	Chrysler 	Curious 	moomin 	hiro_ 	say_to 	shiden 	14 	13
3222 	Izzey 	Cartier 	thunder 	kircheis 	hiro_ 	syuu 	Player3 	borma 	12 	11
3223 	moomin 	say_to 	cafu 	fiiisan 	Caesar 	mmn 	Chrysler 	Mz 	14 	13
3224 	roki 	iti_monme 	borma 	kircheis 	maedy 	hiro_ 	Player3 	TENKA 	14 	13
3225 	roki 	Lia 	iti_monme 	cafu 	moomin 	mmn 	Chrysler 	syuu 	14 	13
3226 	ress 	Lia 	Chrysler 	cafu 	guren 	moomin 	mmn 	mitukunn 	10 	9
3227 	co2 	moomin 	iti_monme 	cafu 	guren 	mmn 	Lia 	Chrysler 	12 	11
3228 	guren 	moomin 	Chrysler 	mitukunn 	mmn 	Lia 	iti_monme 	cafu 	17 	16
3229 	hiro_ 	cafu 	suisei 	yuan 	taa 	SystemC 	borma 	neko_tets 	14 	13
3230 	hiro_ 	cafu 	GuroMen 	suisei 	syuu 	fiiisan 	thunder 	SystemC 	12 	11
3231 	iti_monme 	maedy 	thunder 	suisei 	hiro_ 	cafu 	syuu 	Curious 	14 	13
3232 	iti_monme 	maedy 	hiro_ 	TENKA 	culchan 	syuu 	thunder 	Curious 	10 	9
3233 	otyoufx 	Izzey 	SystemC 	minagi 	Caesar 	Player3 	mitukunn 	daichi 	11 	10
3234 	moomin 	Chrysler 	cafu 	bashoh 	co2 	mmn 	iti_monme 	Curious 	14 	13
3235 	guren 	Caesar 	mmn 	Player3 	moomin 	Chrysler 	iti_monme 	cafu 	13 	12
3236 	guren 	moomin 	iti_monme 	cafu 	pietan 	co2 	Chrysler 	Curious 	8 	7
3237 	co2 	guren 	cafu 	mitukunn 	pietan 	Chrysler 	iti_monme 	Curious 	12 	11
3238 	co2 	guren 	roki 	Curious 	pietan 	iti_monme 	cafu 	mitukunn 	15 	14
